,Nama File,true_classes,Predicted_classes
283,lolr-172-_JPG.rf.eb82d5cb0d846d081cf0944502c3ada3.jpg,2,2
284,lolr-172-_JPG.rf.ffad6f1db894722f83c1ce9a51f0cfd9 - Copy (2).jpg,2,2
285,lolr-172-_JPG.rf.ffad6f1db894722f83c1ce9a51f0cfd9 - Copy (3).jpg,2,2
286,lolr-172-_JPG.rf.ffad6f1db894722f83c1ce9a51f0cfd9 - Copy.jpg,2,2
287,lolr-172-_JPG.rf.ffad6f1db894722f83c1ce9a51f0cfd9.jpg,2,2
288,lolr-173-_JPG.rf.1a46758f69ccd1b541c170737dc09b00 - Copy (2).jpg,2,2
289,lolr-173-_JPG.rf.1a46758f69ccd1b541c170737dc09b00 - Copy (3).jpg,2,2
290,lolr-173-_JPG.rf.1a46758f69ccd1b541c170737dc09b00 - Copy.jpg,2,2
291,lolr-173-_JPG.rf.1a46758f69ccd1b541c170737dc09b00.jpg,2,2
292,lolr-173-_JPG.rf.ab23958006ac6d5f469a13581a7d51eb - Copy (2).jpg,2,2
293,lolr-173-_JPG.rf.ab23958006ac6d5f469a13581a7d51eb - Copy (3).jpg,2,2
294,lolr-173-_JPG.rf.ab23958006ac6d5f469a13581a7d51eb - Copy.jpg,2,2
295,lolr-173-_JPG.rf.ab23958006ac6d5f469a13581a7d51eb.jpg,2,2
296,lolr-173-_JPG.rf.ddff3ca710bc4b8e6ee4b90d120ef7f1 - Copy (2).jpg,2,2
297,lolr-173-_JPG.rf.ddff3ca710bc4b8e6ee4b90d120ef7f1 - Copy (3).jpg,2,2
298,lolr-173-_JPG.rf.ddff3ca710bc4b8e6ee4b90d120ef7f1 - Copy.jpg,2,2
299,lolr-173-_JPG.rf.ddff3ca710bc4b8e6ee4b90d120ef7f1.jpg,2,2
300,lolr-174-_JPG.rf.37b778267a50698bd10c0c4cb2eb49d6 - Copy (2).jpg,2,2
301,lolr-174-_JPG.rf.37b778267a50698bd10c0c4cb2eb49d6 - Copy (3).jpg,2,2
302,lolr-174-_JPG.rf.37b778267a50698bd10c0c4cb2eb49d6 - Copy.jpg,2,2
303,lolr-174-_JPG.rf.37b778267a50698bd10c0c4cb2eb49d6.jpg,2,2
304,lolr-174-_JPG.rf.396ddf11d94c813647de5118376a5d72 - Copy (2).jpg,2,2
305,lolr-174-_JPG.rf.396ddf11d94c813647de5118376a5d72 - Copy (3).jpg,2,2
306,lolr-174-_JPG.rf.396ddf11d94c813647de5118376a5d72 - Copy.jpg,2,2
307,lolr-174-_JPG.rf.396ddf11d94c813647de5118376a5d72.jpg,2,2
308,lolr-174-_JPG.rf.559402d4b17480beed7d58a60b227477 - Copy (2).jpg,2,2
309,lolr-174-_JPG.rf.559402d4b17480beed7d58a60b227477 - Copy (3).jpg,2,2
310,lolr-174-_JPG.rf.559402d4b17480beed7d58a60b227477 - Copy.jpg,2,2
311,lolr-174-_JPG.rf.559402d4b17480beed7d58a60b227477.jpg,2,2
312,lolr-175-_JPG.rf.431d519a20817c216a880093af64377b - Copy (2).jpg,2,2
313,lolr-175-_JPG.rf.431d519a20817c216a880093af64377b - Copy (3).jpg,2,2
314,lolr-175-_JPG.rf.431d519a20817c216a880093af64377b - Copy.jpg,2,2
315,lolr-175-_JPG.rf.431d519a20817c216a880093af64377b.jpg,2,2
316,lolr-175-_JPG.rf.85fc21e4c68628eb19af000ed54202f1 - Copy (2).jpg,2,2
317,lolr-175-_JPG.rf.85fc21e4c68628eb19af000ed54202f1 - Copy (3).jpg,2,2
318,lolr-175-_JPG.rf.85fc21e4c68628eb19af000ed54202f1 - Copy.jpg,2,2
319,lolr-175-_JPG.rf.85fc21e4c68628eb19af000ed54202f1.jpg,2,2
320,lolr-175-_JPG.rf.b0d6adbb7fd45a68c7f601b1e7cffd38 - Copy (2).jpg,2,2
321,lolr-175-_JPG.rf.b0d6adbb7fd45a68c7f601b1e7cffd38 - Copy (3).jpg,2,2
322,lolr-175-_JPG.rf.b0d6adbb7fd45a68c7f601b1e7cffd38 - Copy.jpg,2,2
323,lolr-175-_JPG.rf.b0d6adbb7fd45a68c7f601b1e7cffd38.jpg,2,2
324,lolr-176-_JPG.rf.02c2499fbe668e4ccec5b01d1a8113ab - Copy (2).jpg,2,2
325,lolr-176-_JPG.rf.02c2499fbe668e4ccec5b01d1a8113ab - Copy (3).jpg,2,2
326,lolr-176-_JPG.rf.02c2499fbe668e4ccec5b01d1a8113ab - Copy.jpg,2,2
327,lolr-176-_JPG.rf.02c2499fbe668e4ccec5b01d1a8113ab.jpg,2,2
328,lolr-176-_JPG.rf.3d020b8fb4132ca50182d35fd4ada507 - Copy (2).jpg,2,2
329,lolr-176-_JPG.rf.3d020b8fb4132ca50182d35fd4ada507 - Copy (3).jpg,2,2
330,lolr-176-_JPG.rf.3d020b8fb4132ca50182d35fd4ada507 - Copy.jpg,2,2
331,lolr-176-_JPG.rf.3d020b8fb4132ca50182d35fd4ada507.jpg,2,2
332,lolr-176-_JPG.rf.6ce90890fc1b05d0f5b58a2d3ddcef08 - Copy (2).jpg,2,2
333,lolr-176-_JPG.rf.6ce90890fc1b05d0f5b58a2d3ddcef08 - Copy (3).jpg,2,2
334,lolr-176-_JPG.rf.6ce90890fc1b05d0f5b58a2d3ddcef08 - Copy.jpg,2,2
335,lolr-176-_JPG.rf.6ce90890fc1b05d0f5b58a2d3ddcef08.jpg,2,2
336,lolr-177-_JPG.rf.2289d1f3050711968f780a4d304a307b - Copy (2).jpg,2,2
337,lolr-177-_JPG.rf.2289d1f3050711968f780a4d304a307b - Copy (3).jpg,2,2
338,lolr-177-_JPG.rf.2289d1f3050711968f780a4d304a307b - Copy.jpg,2,2
339,lolr-177-_JPG.rf.2289d1f3050711968f780a4d304a307b.jpg,2,2
340,lolr-177-_JPG.rf.8fe8edac5d4b07012ff2145d17732daa - Copy (2).jpg,2,2
341,lolr-177-_JPG.rf.8fe8edac5d4b07012ff2145d17732daa - Copy (3).jpg,2,2
342,lolr-177-_JPG.rf.8fe8edac5d4b07012ff2145d17732daa - Copy.jpg,2,2
343,lolr-177-_JPG.rf.8fe8edac5d4b07012ff2145d17732daa.jpg,2,2
344,lolr-177-_JPG.rf.e18d21359754852b1f9d9069d788cb57 - Copy (2).jpg,2,2
345,lolr-177-_JPG.rf.e18d21359754852b1f9d9069d788cb57 - Copy (3).jpg,2,2
346,lolr-177-_JPG.rf.e18d21359754852b1f9d9069d788cb57 - Copy.jpg,2,2
347,lolr-177-_JPG.rf.e18d21359754852b1f9d9069d788cb57.jpg,2,2
348,lolr-178-_JPG.rf.93f7d4fb3ddea6c3b5b8681edbe343f8 - Copy (2).jpg,2,2
349,lolr-178-_JPG.rf.93f7d4fb3ddea6c3b5b8681edbe343f8 - Copy (3).jpg,2,2
350,lolr-178-_JPG.rf.93f7d4fb3ddea6c3b5b8681edbe343f8 - Copy.jpg,2,2
